keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
messi,th,ทีเด็ดเฮียเหมา,@6aIIj3cSitYY9UK,2022-04-29 20:57:12+00:00,,"ลีกเอิง ฝรั่งเศส คู่ สตาร์บูร์ก 3-3 ปารีส แซงต์ แชร์กแมง  ( จบเกม ) 
ติดตาม ดูบอลสดกันได้ที่ &gt;&gt; https://t.co/hpfy0fjxE4

#PSJ #Messi𓃵 #PSG #Ligue1 #Messi https://t.co/KXjvIRp0Wk",/PSJ/Messi𓃵/PSG/Ligue1/Messi,1,0,2,29/04/2022,20:57,neutral
messi,th,ทีเด็ดเฮียเหมา,@6aIIj3cSitYY9UK,2022-04-29 20:51:46+00:00,,"ลีกเอิง ฝรั่งเศส คู่ สตาร์บูร์ก 3-3 ปารีส แซงต์ แชร์กแมง เวลา 90+2 (  ครึ่ง 2  ) 
ดูบอลสดกันได้ที่ &gt;&gt; https://t.co/hpfy0fjxE4
#PSJ #Messi𓃵 #PSG #Ligue1 #Messi https://t.co/nUgmkCAmY1",/PSJ/Messi𓃵/PSG/Ligue1/Messi,1,0,1,29/04/2022,20:51,neutral
messi,th,ทีเด็ดเฮียเหมา,@6aIIj3cSitYY9UK,2022-04-29 20:27:46+00:00,,"ลีกเอิง ฝรั่งเศส คู่ สตาร์บูร์ก 1-3 ปารีส แซงต์ แชร์กแมง เวลา 68 (  ครึ่ง 2  ) 
ดูบอลสดกันได้ที่ &gt;&gt; https://t.co/hpfy0fjxE4
#PSJ #Messi𓃵 #PSG #Ligue1 #Messi https://t.co/ZzdcCwvNEN",/PSJ/Messi𓃵/PSG/Ligue1/Messi,1,0,1,29/04/2022,20:27,neutral
messi,th,ทีเด็ดเฮียเหมา,@6aIIj3cSitYY9UK,2022-04-29 20:24:24+00:00,,"ลีกเอิง ฝรั่งเศส คู่ สตาร์บูร์ก 1-2 ปารีส แซงต์ แชร์กแมง เวลา 64 ( ครึ่ง 2 เริ่ม !!!  ) 
ดูบอลสดกันได้ที่ &gt;&gt; https://t.co/hpfy0fjxE4
#PSJ #Messi𓃵 #PSG #Ligue1 #Messi https://t.co/ot1nPYdDQI",/PSJ/Messi𓃵/PSG/Ligue1/Messi,1,0,0,29/04/2022,20:24,neutral
messi,th,ทีเด็ดเฮียเหมา,@6aIIj3cSitYY9UK,2022-04-29 20:02:45+00:00,,"ลีกเอิง ฝรั่งเศส คู่ สตาร์บูร์ก 1-1 ปารีส แซงต์ แชร์กแมง  ( ครึ่ง 2 เริ่ม !!!  ) 
ดูบอลสดกันได้ที่ &gt;&gt; https://t.co/hpfy0fjxE4
#PSJ #Messi𓃵 #PSG #Ligue1 #Messi https://t.co/qfzeXDruFb",/PSJ/Messi𓃵/PSG/Ligue1/Messi,1,0,1,29/04/2022,20:02,neutral
messi,th,ทีเด็ดเฮียเหมา,@6aIIj3cSitYY9UK,2022-04-29 19:48:18+00:00,,"ลีกเอิง ฝรั่งเศส คู่ สตาร์บูร์ก 1-1 ปารีส แซงต์ แชร์กแมง  ( จบครึ่งเเรก ) 
ดูบอลสดกันได้ที่ &gt;&gt; https://t.co/hpfy0fjxE4
#PSJ #Messi𓃵 #PSG #Ligue1 #Messi https://t.co/dV1clzu7Qj",/PSJ/Messi𓃵/PSG/Ligue1/Messi,2,1,1,29/04/2022,19:48,neutral
messi,th,ทีเด็ดเฮียเหมา,@6aIIj3cSitYY9UK,2022-04-29 19:25:38+00:00,,"ลีกเอิง ฝรั่งเศส คู่ สตาร์บูร์ก 1-1 ปารีส แซงต์ แชร์กแมง นาทีที่ 23 ( ครึ่งเเรก ) 
ดูบอลสดกันได้ที่ &gt;&gt; https://t.co/hpfy0fjxE4
#PSJ #Messi𓃵 #PSG #Ligue1 #Messi https://t.co/W0eTxRqwRj",/PSJ/Messi𓃵/PSG/Ligue1/Messi,2,1,1,29/04/2022,19:25,neutral
messi,th,ทีเด็ดเฮียเหมา,@6aIIj3cSitYY9UK,2022-04-29 19:07:57+00:00,,"ลีกเอิง ฝรั่งเศส คู่ สตาร์บูร์ก 1-0 ปารีส แซงต์ แชร์กแมง นาทีที่ 2 ( ครึ่งเเรก ) 
ดูบอลสดกันได้ที่ &gt;&gt; https://t.co/dimMfbDzr9
#PSJ #Messi𓃵 #PSG #Ligue1 #Messi https://t.co/LVOIXF42Mv",/PSJ/Messi𓃵/PSG/Ligue1/Messi,1,0,1,29/04/2022,19:07,neutral
messi,th,ทีเด็ดเฮียเหมา,@6aIIj3cSitYY9UK,2022-04-29 19:03:07+00:00,,"ลีกเอิง ฝรั่งเศส คู่ สตาร์บูร์ก Vs ปารีส แซงต์ แชร์กแมง  เวลา 02:00 น.
ดูบอลสดกันได้ที่ &gt;&gt; https://t.co/dimMfbDzr9

#PSJ #Messi𓃵 #PSG #Ligue1 #Messi https://t.co/b1Kj22m13l",/PSJ/Messi𓃵/PSG/Ligue1/Messi,1,0,0,29/04/2022,19:03,neutral
messi,th,Aoy「オーイ」,@Aoy_ATP,2022-04-29 11:33:09+00:00,Thailand,@messi_kung ขอบคุณครับ,,1,0,0,29/04/2022,11:33,positive
