keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
ปืนใหญ่,th,Asiasport Thailand,@AsiaSportThai,2022-04-18 03:42:59+00:00,"Bangkok, Thailand","นิวคาสเซิ่ล เตรียมทุ่ม 60 ล้าน คว้า คัลเวิร์ต-ลูวิน ตัดหน้า ปืนใหญ่

#นิวคาสเซิ่ล #โดมินิคคัลเวิร์ตลูวิน #เอฟเวอร์ตัน

https://t.co/O1HYrnge66",/นิวคาสเซิ่ล/โดมินิคคัลเวิร์ตลูวิน/เอฟเวอร์ตัน,1,0,0,18/04/2022,03:42,negative
ปืนใหญ่,th,ข่าวต่างประเทศ สำนักข่าวไทย,@TNAworldnews,2022-04-18 03:05:34+00:00,"Bangkok, Thailand","ผู้นำยูเครนประณามรัสเซียยิงปืนใหญ่โจมตีพลเรือนเสียชีวิต https://t.co/QDmo2wLpSx 
@TNAMCOT #Zelenskyy #ยูเครน #ประณาม #รัสเซีย #ปืนใหญ่ #พลเรือน #Russia #Ukraine #ข่าวต่างประเทศ #ข่าววันนี้",/Zelenskyy/ยูเครน/ประณาม/รัสเซีย/ปืนใหญ่/พลเรือน/Russia/Ukraine/ข่าวต่างประเทศ/ข่าววันนี้,2,1,2,18/04/2022,03:05,negative
