keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
โรนัลโด้,th,UFASBOBETNEWS,@ufasbobetnews,2022-04-30 15:48:18+00:00,,"""โรนัลโด้-แม็กไกวร์"" มาแน่! ศึกแดงเดือดในไทย 12 ก.ค.นี้ https://t.co/9JX0cTbpfO",,1,0,0,30/04/2022,15:48,negative
โรนัลโด้,th,海東—🪷,@skyhawl1989,2022-04-30 14:36:55+00:00,this account full of shitty,@YazaWWW1 โรนัลโด้,,1,0,0,30/04/2022,14:36,neutral
โรนัลโด้,th,มหาเทพเฟร็ด (Godfred17),@PitiSkulchay,2022-04-30 13:15:38+00:00,,"ไอจีหลักบาเยิร์น มิวนิค เดือดจัด‼🔥
หลังมีกระแสว่าเสือใต้จะคว้า ""คริสเตียนโน่ โรนัลโด้ "" ไปร่วมทีม
____________________
สนับสนุนโดย : KING77
#มหาเทพเฟร็ด #Godfred17 #KING77 #แมนยูฯ #ผีแดง #manutd #Ronaldo https://t.co/sjOknMNSzG",/มหาเทพเฟร็ด/Godfred17/KING77/แมนยูฯ/ผีแดง/manutd/Ronaldo,1,0,0,30/04/2022,13:15,positive
โรนัลโด้,th,แดงเดือด สุดมันส์,@DeuxdSud,2022-04-30 12:51:44+00:00,,"กูรู สกายสปอร์ต ฟันธงอนาคต โรนัลโด้ หลัง เทน ฮาก นั่งแท่นนายใหญ่ แมนยู
พอล เมอร์สัน กูรูฝีปากกล้าของ สกายสปอร์ต ออกมาฟังธงว่า คริสเตียโน โรนัลโด้ จะไม่ได้อยู่กับ แมนเชสเตอร์ ยูไนเต็ด ต่อไปหลังจากที่ได้ เอริค เทน ฮาก มาทำหน้าที่ผู้จัดการทีมคนใหม่ ตามรายงานจาก แมนเชสเตอร์อิฟนิงนิว์ https://t.co/U6Zb9tmSUR",,1,0,0,30/04/2022,12:51,positive
โรนัลโด้,th,มนุษย์ผู้รักการดูซีรีส์ และ กีฬา,@Rhythm_ndBlue,2022-04-30 12:42:38+00:00,,"นี้เคยทำงานเกี่ยวกับชาวต่างชาติ คือชื่อเต็มตามพาสปอร์ตของ คนโปรตุเกส สวีเดน รัสเซีย หรือคนเชื้อสายละติน เชื้อสายอาหรับ ชื่อเต็มจะยาวมากจริงๆ ยาวจนงง เพราะบางคนมีชื่อกลาง มีนามสกุล 2 นามสกุล

ซึ่งตัวอย่างชัดๆคือ...โรนัลโด้ บรูโน่ ดาโล่ เฟร็ด อิแลงก้า ลินเดอร์เลิฟ ชื่อเต็มคือยาวมาก",,2,1,0,30/04/2022,12:42,negative
โรนัลโด้,th,TrueVisions,@TrueVisions,2022-04-30 12:29:57+00:00,Thailand,"“วินิจ เลิศรัตนชัย” ผู้จัดศึกแดงเดือดในไทย 12 ก.ค. คอนเฟิร์มทั้ง “คริสเตียโน่ โรนัลโด้” และ “แฮร์รี่ แม็กไกวร์” มาไทยแน่

ใน #InsideNewsTonight เวลา 19.30 น. ทาง #TrueInside (335, 113, 38) และ https://t.co/bsq4NML7DF 

#วินิจเลิศรัตนชัย #คริสเตียโน่โรนัลโด้ #แฮร์รี่แม็กไกวร์ https://t.co/edBN9aYx3s",/InsideNewsTonight/TrueInside/วินิจเลิศรัตนชัย/คริสเตียโน่โรนัลโด้/แฮร์รี่แม็กไกวร์,3,2,5,30/04/2022,12:29,positive
โรนัลโด้,th,Chu,@St03034892,2022-04-30 10:59:29+00:00,,@itanoy อันนี้ไม่ทราบเหมือนกันนะคะ อย่างโรนัลโด้ ที่ผู้ติดตามเยอะสุดในโลกยอดไลค์ยังประมาณ 10 ล้าน,,1,0,2,30/04/2022,10:59,neutral
โรนัลโด้,th,Tahwan,@Tahwan_xyz,2022-04-30 10:44:57+00:00,,"“มีพรสวรรค์ แต่ปราศจากการฝึกฝน ก็เท่ากับสูญเปล่า ”

คริสติโน่ โรนัลโด้ 
#คําคมชีวิต #คําคมความรู้สึก #คําคมภาษาอังกฤษ #คําคมโดนๆ https://t.co/sI5gr77WBo",/คําคมชีวิต/คําคมความรู้สึก/คําคมภาษาอังกฤษ/คําคมโดนๆ,1,0,6,30/04/2022,10:44,positive
โรนัลโด้,th,( ꒪ཫ꒪ ),@patpnv,2022-04-30 10:19:08+00:00,stamford bridge,"“คุณลองจินตนาการว่า โรนัลโด้ อยู่ในทีมเชลซีตอนนี้สิ…เขาจะยิงได้ถึง 50 ประตู”
🇮🇪 -รอย คีน-

ตามความรส.กุนะ ทูเคิลเอาโด้อยุ่กุให้80/20 เพราะบางทีทูเคิลมันก้พลาดบ้าง
บรรยากาศทีมกุให้ตั้งแต่ไหนแต่ไรกุว่าเปนทีมที่ตรึงเครียดมากกว่าที่นี้คือบ้าน แต่กุว่าตรงนี้ไม่น่าใช้ปห.สำหรับโด้",,1,0,0,30/04/2022,10:19,negative
โรนัลโด้,th,แม่น้อง2919💙,@CrazyRainy,2022-04-30 09:41:08+00:00,🐍sʟʏᴛʜᴇʀɪɴ®,เค้าให้น้องเลือกสร้างไค ฮาเวิร์ตซ์ที่สมบูรณ์แบบ ไอ่เด็กมันเลือกใช้เท้าซ้ายได้แบบเมสซี่ เท้าขวาแบบเนย์มาร์ โหม่งได้แบบโรนัลโด้ มันสมองแบบเดอบรอยน์😎 ซักวันเอ็งจะทำได้ เอ็งเก่งอยู่แล้ว💙🦁 https://t.co/n9BlE4RSxO,,82,81,38,30/04/2022,09:41,positive
