keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
โรนัลโด้,th,PPTV HD 36,@PPTVHD36,2022-04-18 23:09:15+00:00,Bangkok,"""โรนัลโด้"" โพสต์เศร้า เสียลูกแฝด 1 คน หลังภรรยาคลอด

https://t.co/m42BEuM3cW

#PPTVHD36 #ช่อง36 #เรื่องข่าวเรื่องใหญ่ #โรนัลโด้ #สูญเสียลูก #ลูกแฝด #แมนยู",/PPTVHD36/ช่อง36/เรื่องข่าวเรื่องใหญ่/โรนัลโด้/สูญเสียลูก/ลูกแฝด/แมนยู,4,3,16,18/04/2022,23:09,negative
โรนัลโด้,th,SMMSPORT,@SMMSPORT_News,2022-04-18 23:00:02+00:00,"bangkok,Thailand","คริสเตียโน่ โรนัลโด้ สูญเสียลูกชายฝาแฝด ส่วนแฝดเพศหญิงปลอดภัย

#SMMSPORT #คริสเตียโน่โรนัลโด้ #CristianoRonaldo

https://t.co/DdMd7qR6IS",/SMMSPORT/คริสเตียโน่โรนัลโด้/CristianoRonaldo,11,10,11,18/04/2022,23:00,neutral
โรนัลโด้,th,Tom D Paine,@fampvyppKlftsCo,2022-04-18 22:26:29+00:00,,"#พี่โด้เศร้า

โรนัลโด้ สูญเสียลูกชายที่ยังไม่ได้ลืมตาดูโลก

หลังภรรยาได้ทำการคลอดลูกแฝด 

ซึ่งลูกสาวออกมาปลอดภัยดี

แต่เขาต้องเสียลูกชายไป

#Ronaldo #CR7",/พี่โด้เศร้า/Ronaldo/CR7,2,1,1,18/04/2022,22:26,positive
โรนัลโด้,th,ShotonGoal,@ShotongoalTH,2022-04-18 21:01:26+00:00,"Bangkok, Thailand","สุดเศร้า CR7 แถลงเสียลูกชายฝาแฝด
#โรนัลโด้ #แมนยู #ShotonGoal

https://t.co/ntGC5S2e5o",/โรนัลโด้/แมนยู/ShotonGoal,1,0,0,18/04/2022,21:01,negative
โรนัลโด้,th,Mild Teerakraveekul,@PichayaninMild,2022-04-18 20:42:23+00:00,Thailand,"สโมร ลิเวอร์พูล ร่วมแสดงความเสียใจกับ คริสเตียโน่ โรนัลโด้ และ จอร์จิน่า ภรรยา หลังจากสูญเสียแฝดชายที่เพิ่งเกิด ส่วนแฝดหญิงปลอดภัย 

เป็นกำลังใจให้ครอบครัวผ่านช่วงเวลายากลำบากนี้ไป 🙏 https://t.co/KdkY1DZ5SW",,15,14,41,18/04/2022,20:42,neutral
โรนัลโด้,th,ทีเด็ดถล่มโต๊ะ(@arto888),@arto8883,2022-04-18 20:12:13+00:00,,"อาจชวดแดงเดือด โรนัลโด้ ประกาศลูกแฝดชายเสียชีวิตแล้ว

คริสเตียโน โรนัลโด้ หัวหอกวัย 37 ปีของ แมนเชสเตอร์ ยูไนเต็ด ออกมาประกาศว่าลูกน้อยทารกแฝดชายได้เสียชีวิตลงแล้ว
.
.
กีฬา เกมส์ ครบ จบในที่เดียว
แอดไลน์มาที่ arto888 (ใส่@ด้วยนะคะ)
#อาร์โต๊ะถล่มโต๊ะ #ข่าวฟุตบอล https://t.co/RAgvJ9Vw2C",/อาร์โต๊ะถล่มโต๊ะ/ข่าวฟุตบอล,1,0,1,18/04/2022,20:12,negative
โรนัลโด้,th,Brand Buffet,@BrandBuffet,2022-04-18 19:30:42+00:00,"Bangkok, TH",โรนัลโด้ สูญเสียลูกชาย หลังภรรยาคลอดลูกแฝด https://t.co/lNV041P8AY #โรนัลโด้ #Ronaldo #BrandBuffet,/โรนัลโด้/Ronaldo/BrandBuffet,2,1,1,18/04/2022,19:30,negative
โรนัลโด้,th,อาร์ท เอกรัฐ,@EakaratTkn,2022-04-18 19:27:33+00:00,"Bangkok, Thailand","สุดเศร้า…. “คริสเตียโน่ โรนัลโด้” 
โพสต์ระบุ เค้าสูญเสียลูกชาย (ฝาแฝด) ที่ภรรยา จอร์จิน่า โรดริเกซ เพิ่งคลอดออกมา โดยมีเพียงทารกผู้หญิง (ลูกสาวฝาแฝดอีกคน)เท่านั้น ที่ปลอดภัย.. 

แสดงความเสียใจครับ 

#CR7𓃵 #MUFC https://t.co/asWWj74aec",/CR7𓃵/MUFC,18,17,28,18/04/2022,19:27,negative
โรนัลโด้,th,𝙣𝙖𝙣𝙖 ||| ꜱʜɪɴᴇ ʟɪᴋᴇ ᴀ ꜱᴜᴘᴇʀɴᴏᴠᴀ 🏳️‍🌈,@Liverkai,2022-04-18 19:12:04+00:00,ยิ่งใหญ่ เกรียงไกร น้องเทรนต์!,ขอแสดงความเสียใจกับโรนัลโด้ ขอเป็นกำลังใจให้ผ่านช่วงเวลาแบบนี้ไปได้ 🙏🏼,,1,0,0,18/04/2022,19:12,positive
โรนัลโด้,th,Mild Teerakraveekul,@PichayaninMild,2022-04-18 19:08:43+00:00,Thailand,"คริสเตียโน่ โรนัลโด้ ได้โพสต์ลง IG ว่า ครอบครัวของเขาได้สูญเสียบุตรชายฝาแฝด ซึ่งเขาขอบคุณแพทย์และพยาบาลที่ได้ทำหน้าที่อย่างเต็มที่ ตอนนี้ลูกสาวฝาแฝดคือพลังทั้งหมดที่จะทำให้เขาผ่านช่วงเวลานี้ เขาขอความเป็นส่วนตัวกับเรื่องนี้ 

เป็นกำลังใจให้ครอบครัวผ่านช่วงเวลายากลำบากนี้ไปนะคะ 🙏 https://t.co/7UlCNFwiFP",,261,260,136,18/04/2022,19:08,positive
