keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
#thaileague,th,Thai League Thailand,@thaileague_th,2022-03-29 08:23:59+00:00,,"🔥 | เป็นกำลังใจให้ !!

🇹🇭 | ทัพช้างศึก อายุไม่เกิน 23 ปี

⚔️ | ทีมชาติอิรัก vs ทีมชาติไทย
🏆 | ดูไบ คัพ 2022
⏰ | เวลา 19:00 น. (ตามเวลาประเทศไทย)
🏟 | สนาม เซเวนส์ สเตเดียม, สหรัฐอาหรับเอมิเรตส์

#thaileague_th #Changsuek #DubaiCup #FAThailand #Thailand #ThaiLeague https://t.co/Q8xTBXdItN",/thaileague_th/Changsuek/DubaiCup/FAThailand/Thailand/ThaiLeague,1,0,0,29/03/2022,08:23,positive
