keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
#thaileague,th,Thai League Thailand,@thaileague_th,2022-03-27 07:43:15+00:00,,"🔥 | ไม่ชนะใครเลย ! ช้างศึกU23 พ่ายจีนเละ 2-4 ดูไบ คัพ

⚽️ | [8',31,34',66'] ฟาง ห่าว (1-0),(1-2),(1-3),(1-4)
⚽️ | [11'] สิทธิโชค (1-1)
⚽️ | [90'] ไวเดอร์เฌอ (2-4)

⌛️ | จบเกม : ทีมชาติไทย แพ้ ทีมชาติจีน (2-4)

#thaileague_th #Changsuek #DubaiCup #FAThailand #Thailand #ThaiLeague https://t.co/g9KI979Iyo",/thaileague_th/Changsuek/DubaiCup/FAThailand/Thailand/ThaiLeague,1,0,2,27/03/2022,07:43,negative
