keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
#thaileague,th,Thai League Thailand,@thaileague_th,2022-04-05 16:24:22+00:00,,"🔥 | อดลุ้นดาวซัลโว !!

❌ | อาการบาดเจ็บ ""ศุภชัย ใจเด็ด"" เกิดขึ้นในเกมที่ บุรีรัมย์ ยูไนเต็ด เสมอ ขอนแก่น ยูไนเต็ด 0-0 ได้รับบาดเจ็บในช่วงต้นครึ่งแรกทำให้โดนเปลี่ยนตัวออก ต้องพักรักษาตัวนาน 2 เดือน ทำให้หมดสิทธิ์ลงสนามในฤดูกาลนี้

#thaileague_th #BuriramUnited #BRUTD #ThaiLeague https://t.co/UPwcnlxJhB",/thaileague_th/BuriramUnited/BRUTD/ThaiLeague,1,0,0,05/04/2022,16:24,negative
