keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
#fathailand,th,Thai League Thailand,@thaileague_th,2022-04-01 14:38:19+00:00,,"🔥 | อย่างเป็นทางการ !!

🇹🇭 | สหพันธ์ฟุตบอลนานาชาติ ประกาศอันดับฟีฟ่าแรงกิ้ง ล่าสุดประจำเดือน มีนาคม 2022 ""ช้างศึก"" รั้งอันดับ 111 ของโลก ขยับขึ้นมา 1 อันดับ มี 1,167.68 คะแนน อันดับ 2 ของอาเซียน และ อันดับ 21 ของเอเชีย

#thaileague_th #Changsuek #FAThailand #Thailand #ThaiLeague https://t.co/2UaE5trhLr",/thaileague_th/Changsuek/FAThailand/Thailand/ThaiLeague,1,0,0,01/04/2022,14:38,neutral
