keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
#fathailand,th,Soccersig,@soccersignews,2022-04-05 17:35:03+00:00,,"ก่อนประชุมสโมสร!!! สมาคมฯ วางแผนร่วมกับ โค้ชทีมชาติไทยชุดใหญ่, U23 และ ไทยลีก

อ่านเพิ่มเติมที่ &gt;&gt;&gt; https://t.co/G0fE8IsvjV

#FAThailand #ทีมชาติไทย #ไทยลีก",/FAThailand/ทีมชาติไทย/ไทยลีก,1,0,0,05/04/2022,17:35,neutral
