keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
โรนัลโด้,th,United 100%,@MUFCunited100,2022-03-29 23:56:38+00:00,ประเทศไทย,"บรูโน่ ทำคนเดียว 2 ประตู โดย 1 ใน 2 ลูกนั้น โรนัลโด้ เป็นคนแอสซิสต์
• พาโปรตุเกส ไปเล่นฟุตบอลโลก 2022 ที่กาตาร์ #MUFC https://t.co/xmHT5Okkwh",/MUFC,1,0,0,29/03/2022,23:56,neutral
โรนัลโด้,th,GOAL Thailand,@Goal_TH,2022-03-29 20:58:32+00:00,Thailand,"คริสเตียโน โรนัลโด้ และ ลิโอเนล เมสซี แพ็คกระเป๋าลุยฟุตบอลโลกสมัยที่ 5 🐐

#GOALHAILAND #Ronaldo #Messi #WorldCup https://t.co/dvELxZZXn5",/GOALHAILAND/Ronaldo/Messi/WorldCup,20,19,44,29/03/2022,20:58,neutral
โรนัลโด้,th,aom_s #ยกเลิก112,@ASNSPKT,2022-03-29 20:52:47+00:00,,"บอลโลกปีนี้ ยังได้เห็น โรนัลโด้ เมสซี่ 
เลวาน",,3,2,0,29/03/2022,20:52,neutral
โรนัลโด้,th,🍃 #StandWithUkraine,@Korraaaaaaaaaa,2022-03-29 19:18:02+00:00,,โรนัลโด้ 🅰️➡️ บรูโน่ ⚽️,,2,1,0,29/03/2022,19:18,neutral
โรนัลโด้,th,FIFA55snow,@FIFA55snow1,2022-03-29 18:37:49+00:00,,#ข่าวฟุตบอล FiFa55snow สำนักข่าวดัง เผย คริสเตียโน่ โรนัลโด้ จูเนียร์ ลูกชายของ คริสเตียโน่ โรนัลโด้ และ ไค รูนี่ย์ บุตรคนโตของ เวย์น รูนี่ย์ ต่างก็ทำประตูให้กับทีมรุ่นอายุไม่เกิน 12 ปีของ แมนเชสเตอร์ ยูไนเต็ด ได้ ในการเจอกับทีมรุ่นเดียวกันของ เวสต์บรอมวิช อัลเบี้ยน https://t.co/I3yJTScewL,/ข่าวฟุตบอล,1,0,1,29/03/2022,18:37,neutral
โรนัลโด้,th,GOAL Thailand,@Goal_TH,2022-03-29 11:40:39+00:00,Thailand,"ทีมโรนัลโด้ 🔴 ปะทะ ทีมเมสซี 🔵 ใครจะเป็นฝ่ายชนะ? 👑

#GOALTHAILAND #Ronaldo #Messi https://t.co/rBjDXiG0AA",/GOALTHAILAND/Ronaldo/Messi,4,3,10,29/03/2022,11:40,positive
โรนัลโด้,th,SMMSPORT,@SMMSPORT_News,2022-03-29 10:00:01+00:00,"bangkok,Thailand","ได้พ่อมา! ลูกชาย “โรนัลโด้”และ “เวย์น รูนี่ย์” ยิงประตูให้แมนยู จูเนียร์

#SMMSPORT #คริสเตียโน่โรนัลโด้  #เวย์นรูนี่ย์ #แมนเชสเตอร์ยูไนเต็ด #พรีเมียร์ลีก 🏴󠁧󠁢󠁥󠁮󠁧󠁿

https://t.co/8HsI7sSFi4",/SMMSPORT/คริสเตียโน่โรนัลโด้/เวย์นรูนี่ย์/แมนเชสเตอร์ยูไนเต็ด/พรีเมียร์ลีก,1,0,3,29/03/2022,10:00,neutral
โรนัลโด้,th,arale🥢,@araleebk,2022-03-29 08:03:29+00:00,ไอมะโอ,ชื่อบนเสื้อคือโรนัลโด้ หรอ,,1,0,0,29/03/2022,08:03,neutral
โรนัลโด้,th,SMMSPORT,@SMMSPORT_News,2022-03-29 07:06:44+00:00,"bangkok,Thailand","ไม่ขอซ้ำรอยอิตาลี! ฝอยทองวางใจโรนัลโด้ นำทัพฟัดม้ามืดมาซิโดเนีย

#SMMSPORT #ทีมชาตินอร์ทมาซิโดเนีย #ทีมชาติโปรตุเกส #บอลโลก #WorldCup2022 #WorldCup2022

https://t.co/AcSS6NsCh1",/SMMSPORT/ทีมชาตินอร์ทมาซิโดเนีย/ทีมชาติโปรตุเกส/บอลโลก/WorldCup2022/WorldCup2022,1,0,1,29/03/2022,07:06,neutral
โรนัลโด้,th,PPTV HD 36,@PPTVHD36,2022-03-29 06:18:23+00:00,Bangkok,"โรนัลโด้ เผยไม่ต้องถาม พร้อมตัดสินใจอนาคตค้าแข้งด้วยตัวเอง
https://t.co/6pNQ6sXxxl

#PPTVHD36 #PPTVNews #เรื่องข่าวเรื่องใหญ่ #โรนัลโด้ #แมนยู #ทีมชาติโปรตุเกส #อนาคตค้าแข้ง",/PPTVHD36/PPTVNews/เรื่องข่าวเรื่องใหญ่/โรนัลโด้/แมนยู/ทีมชาติโปรตุเกส/อนาคตค้าแข้ง,2,1,2,29/03/2022,06:18,neutral
โรนัลโด้,th,Yothin P.,@Yothin_dodoe,2022-03-29 05:43:46+00:00,"Bangkok, Thailand",ได้พ่อมา!ลูกชาย“โรนัลโด้”และ“รูนี่ย์”ยิงประตูให้แมนยู จูเนียร์ https://t.co/RYOV5arQwu #smmsport,/smmsport,1,0,0,29/03/2022,05:43,neutral
โรนัลโด้,th,siamsportnews,@siamsport_news,2022-03-29 05:37:44+00:00,thailand,จากรุ่นสู่รุ่น!ลูกโรนัลโด้-รูนี่ย์ควงกันทำประตูให้ทีมเด็กแมนยู https://t.co/amil5VxZxg ผ่าน @siamsport_news,,5,4,35,29/03/2022,05:37,neutral
โรนัลโด้,th,SMMSPORT,@SMMSPORT_News,2022-03-29 04:30:59+00:00,"bangkok,Thailand","⚽ #WorldCup2022

ทัพฝอยทอง จัดโรนัลโด้-บรูโน่ นำทัพดับซ่านอร์ทมาซิโดเนีย ที่ชนะอิตาลีมาแบบเซอร์ไพร้ส์ จะตีตั๋วไปบอลโลกหรือซ้ำรอยอิตาลีรอลุ้น, โปแลนด์กระหายชัยชนะพร้อมแลกเดือดไวกิ้ง นัดชิงเพลย์ออฟ

📱 ผลบอลสดคลิก &gt;&gt;&gt; https://t.co/JFgo5zWE6I

#SMMSPORT #บอลโลก https://t.co/zT6cLXSDY5",/WorldCup2022/SMMSPORT/บอลโลก,7,6,6,29/03/2022,04:30,negative
โรนัลโด้,th,Asiasport Thailand,@AsiaSportThai,2022-03-29 04:13:18+00:00,"Bangkok, Thailand","โรนัลโด้ : ผมจะเล่นทีมชาติต่อหรือไม่ มันก็เรื่องของผม
https://t.co/sarCAJM0pk

#asiasport #ฟุตบอลต่างประเทศ #ข่าวฟุตบอล #โรนัลโด้ #โปรตุเกส #บอลโลก",/asiasport/ฟุตบอลต่างประเทศ/ข่าวฟุตบอล/โรนัลโด้/โปรตุเกส/บอลโลก,1,0,0,29/03/2022,04:13,neutral
โรนัลโด้,th,Buaksib Thailand,@Buaksib_TH,2022-03-29 02:52:19+00:00,Thailand,"“โรนัลโด้” เคืองคำถามเลิกรับใช้ชาติย้ำชัดไม่ทิ้ง โปรตุเกส @Cristiano @Portugal @ManUtd  #ฟุตบอลต่างประเทศ #ข่าวบอลนอก #ข่าวฟุตบอล
https://t.co/WUebhckNWN https://t.co/2kCur4HqU2",/ฟุตบอลต่างประเทศ/ข่าวบอลนอก/ข่าวฟุตบอล,1,0,0,29/03/2022,02:52,negative
