keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
#thaileague,th,ข่าวกีฬา Thai League,@ThaiLeague168,2022-04-17 15:07:35+00:00,,"📢 Full-Time
⚽️ ศึกฟุตบอล #RevoThaiLeague  
📌 ฤดูกาล 2021-22 
🗓 วันอาทิตย์ที่ 17 เม.ย. 65 
------------------------
#รีโวไทยลีก #ThaiLeague #ไทยลีก #ฟุตบอลไทยลีก #COPA88 https://t.co/FWVIycHMuS",/RevoThaiLeague/รีโวไทยลีก/ThaiLeague/ไทยลีก/ฟุตบอลไทยลีก/COPA88,1,0,0,17/04/2022,15:07,neutral
#thaileague,th,Thai League Thailand,@thaileague_th,2022-04-17 05:00:53+00:00,,"🔥 | อัพเดท !! ผลการแข่งขัน

🏆 | เอเอฟซี แชมเปี้ยนส์ลีก 2022 (รอบแบ่งกลุ่ม J)

⛔️ | คิตฉี เอสซี 🇭🇰 ชนะ เชียงราย ยูไนเต็ด 🇹🇭 (1-0)

#thaileague_th #LeoChiangraiUnited #CRUTD2022 #ACL2022 #ThaiLeague https://t.co/65iC74qOct",/thaileague_th/LeoChiangraiUnited/CRUTD2022/ACL2022/ThaiLeague,1,0,3,17/04/2022,05:00,positive
#thaileague,en,Clinton Moore คลินตัน มอร์,@clintonjlmoore,2022-04-17 22:16:05+00:00,"Bangkok, Thailand",Thanks to my friend Joshua Grommen for last night. Josh is having a brilliant season in the Khon Kaen United defence and is definitely one of the reasons they are staying up. Deserves a rest after that second half effort! @thaileague @TL_Central #ThaiLeague https://t.co/OHzjvHBYnr,/ThaiLeague,1,0,5,17/04/2022,22:16,positive
#thaileague,en,Clinton Moore คลินตัน มอร์,@clintonjlmoore,2022-04-17 21:59:51+00:00,"Bangkok, Thailand",Bangkok United vs Khon Kaen United last night. A fiery first half with a red card followed by a battle as Khon Kaen held on for a 2-2 draw. Enjoyed alongside families of Khon Kaen players. Good #ThaiLeague fare and my first time out to Thammasat University's Rangsit Campus. https://t.co/ImQ5SS1pC0,/ThaiLeague,1,0,2,17/04/2022,21:59,positive
#thaileague,en,Clinton Moore คลินตัน มอร์,@clintonjlmoore,2022-04-17 19:13:38+00:00,"Bangkok, Thailand","@TomWilliamsPol Two early results does not tell the whole tale. As someone that watches #ThaiLeague weekly I'd back the top Thai teams to match it with #ALeague sides. Regardless, fact is that A-League teams, including Sydney FC, have consistently underperformed in the ACL for years.",/ThaiLeague/ALeague,1,0,1,17/04/2022,19:13,positive
#thaileague,en,Jay,@KhunJaybo,2022-04-17 17:23:08+00:00,"Chiang Mai, Thailand","i.e. 2 former #Thaileague coaches going to work together in Finland. While Mixu (Ubon UMT United) is a new head coach, Mika Lönnström (Police United, Saraburi United FC etc.) is currently HIFK's Director of Sport. This is going to be fun. 😂 @thaileague https://t.co/MTmrg7mGN8",/Thaileague,1,0,1,17/04/2022,17:23,positive
#thaileague,en,Clinton Moore คลินตัน มอร์,@clintonjlmoore,2022-04-17 17:14:55+00:00,"Bangkok, Thailand",@TL_Central That was a really fun game to go and watch. Khon Kaen opened amazingly well but the red card and first half events were crazy. I was sitting right near it. I think Khon Kaen would be happy to hold on for a point in the end. #ThaiLeague https://t.co/jDxDsPOpoU,/ThaiLeague,1,0,0,17/04/2022,17:14,positive
#thaileague,en,ASEAN Football,@AFFPresse,2022-04-17 14:49:33+00:00,,"2021/22 Revo Thai League 1 - FULLTIME RESULTS 

#AFF
#FAT
Graphic Courtesy #ThaiLeague https://t.co/asIWsJleIH",/AFF/FAT/ThaiLeague,1,0,0,17/04/2022,14:49,positive
#thaileague,en,SNEsports,@SNE_Sports,2022-04-17 14:44:45+00:00,,"Thai League : BGPU confirm runner-up after Bangkok tied Khonkaen Utd 2-2

#ThaiLeague #TRUEBUFC #KKUTD
#SNESports
https://t.co/zYWv7sYD4s",/ThaiLeague/TRUEBUFC/KKUTD/SNESports,1,0,0,17/04/2022,14:44,neutral
#thaileague,en,Thai League Central,@TL_Central,2022-04-17 13:37:27+00:00,Thailand,"FT. Prachuap FC 2-3 Nongbua Pitchaya FC. 

Hamilton cancelled Prachuap's lead twice! Before Barros Tardeli showed up with a late winner for the away team. 

#thaileaguecentral #thaileague #thaifootball #PrachuapFC #NongbuaPitchayaFC https://t.co/A5I1ka5z7z",/thaileaguecentral/thaileague/thaifootball/PrachuapFC/NongbuaPitchayaFC,2,1,5,17/04/2022,13:37,positive
#thaileague,en,Thai League Central,@TL_Central,2022-04-17 13:31:29+00:00,Thailand,"FT. Bangkok United 2-2 Khon Kaen United. 

The Angels came back from two goals down to salvage a point at home. The visitors playing with ten men since the 37th minute after Alef's sending off.  

#thaileaguecentral #thaileague #thaifootball #BangkokUnited #KhonKaenUnited https://t.co/eDshMk7PM0",/thaileaguecentral/thaileague/thaifootball/BangkokUnited/KhonKaenUnited,1,0,5,17/04/2022,13:31,positive
#thaileague,en,ThaiLeague,@thaileague,2022-04-17 13:29:38+00:00,,"@ChonFCOfficial top 5️⃣ is over here!!

🦈🦈🦈🦈🦈🦈

#RevoThaiLeague #ThaiLeague https://t.co/WwV8knCshz",/RevoThaiLeague/ThaiLeague,3,2,10,17/04/2022,13:29,positive
#thaileague,en,SNEsports,@SNE_Sports,2022-04-17 13:28:20+00:00,,"Results Table of Thai League 1 2021/22 after end matchday 27

Keep follow : https://t.co/EtpAYcwcRG

#ThaiLeague
#SNESports https://t.co/NHU82qFLOD",/ThaiLeague/SNESports,1,0,0,17/04/2022,13:28,neutral
#thaileague,en,SNEsports,@SNE_Sports,2022-04-17 13:16:10+00:00,,"Results Thai League 1 2021/22 matchday 27

Keep follow : https://t.co/EtpAYcwcRG

#ThaiLeague
#SNESports https://t.co/E7pilJUuRF",/ThaiLeague/SNESports,2,1,1,17/04/2022,13:16,neutral
#thaileague,en,Melbourne Victory Supporters in Thailand,@mvfcthailand,2022-04-17 12:19:47+00:00,Thailand,"Into the second half here. Khon Kaen lead 2-1, but have 10 men after a straight red card for dissent (I think) in crazy and heated end to first half. Sunday night #ThaiLeague fare! Aussie Anthony Carter on bench for Bangkok and Josh Grommen with Aussie ties too for Khon Kaen. https://t.co/hrriKkiJXG",/ThaiLeague,1,0,1,17/04/2022,12:19,negative
#thaileague,en,Ryan Walters,@MrRyanWalters,2022-04-17 12:18:58+00:00,Seoul,"Already avoided a 0-0 and am loving the pace of this league! 

#ThaiLeague | #KLUonTour https://t.co/vh6ZTPWeH4",/ThaiLeague/KLUonTour,1,0,15,17/04/2022,12:18,positive
#thaileague,en,ThaiLeague,@thaileague,2022-04-17 12:16:08+00:00,,"The heat in zone 🔥🔥

#RevoThaiLeague #ThaiLeague https://t.co/s7rAhHcdQu",/RevoThaiLeague/ThaiLeague,3,2,10,17/04/2022,12:16,neutral
#thaileague,en,ThaiLeague,@thaileague,2022-04-17 11:51:54+00:00,,"What time is it ? ⏰🤙🏻 
It is Sunday football time ⚽️

@TRUEBUFC 
#KhonKaenUnited 

#RevoThaiLeague #ThaiLeague https://t.co/HReI7RP1ar",/KhonKaenUnited/RevoThaiLeague/ThaiLeague,3,2,6,17/04/2022,11:51,neutral
#thaileague,en,Ryan Walters,@MrRyanWalters,2022-04-17 11:30:17+00:00,Seoul,"Sukhothai out here with a bus that’s about to have @HampshirePeter in the first plane to Thailand!

#ThaiLeague #KLUonTour https://t.co/bQEjivIx3l",/ThaiLeague/KLUonTour,2,1,12,17/04/2022,11:30,neutral
#thaileague,en,Clinton Moore คลินตัน มอร์,@clintonjlmoore,2022-04-17 08:48:47+00:00,"Bangkok, Thailand",Riding the SRT Red Line in #Bangkok for the first time. 42 THB from Bang Sue to Rangsit. On the way to Rangsit's Thammasat University Stadium for Bangkok United vs Khon Kaen United. #ThaiLeague https://t.co/nVFeBrlBQJ,/Bangkok/ThaiLeague,1,0,6,17/04/2022,08:48,positive
#thaileague,en,FAYDED,@fayhokulani,2022-04-17 05:08:45+00:00,Singapore,"So proud of you baby @cloughy03 🧡⚽️ 

#swatcat #nakhonratchasimamazdafc #thaileague #fighttowin @ Thailand https://t.co/FfLAqeGJ7R",/swatcat/nakhonratchasimamazdafc/thaileague/fighttowin,1,0,0,17/04/2022,05:08,positive
