keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
#thaileague,th,Thai League Thailand,@thaileague_th,2022-04-27 13:58:45+00:00,,"🔥 | อัพเดท !! ผลการแข่งขัน

🏆 | เอเอฟซี แชมเปี้ยนส์ลีก 2022 (รอบแบ่งกลุ่ม G)

⛔️ | เมลเบิร์น ซิตี้ เอฟซี 🇦🇺 เสมอ บีจี ปทุม ยูไนเต็ด 🇹🇭 (0-0)

#thaileague_th #BGPU #BGPathumUnited #ACL2022 #ThaiLeague https://t.co/rKihGvNdj9",/thaileague_th/BGPU/BGPathumUnited/ACL2022/ThaiLeague,1,0,0,27/04/2022,13:58,neutral
