keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
#thaileague,th,Thai League Thailand,@thaileague_th,2022-04-04 13:12:46+00:00,,"🎙 | ""เหงียน กวง ไฮ"" กองกลางคนสำคัญ วัย 24 ปี ของทีมชาติเวียดนาม ยืนยันด้วยตัวเองเตรียมย้ายไปค้าแข้งต่างประเทศ หลังได้ต้นสังกัดใหม่แล้ว แต่ยังเปิดเผยไม่ได้ว่าที่ไหน หลังล่าสุดแยกทางกับต้นสังกัด ฮานอย เอฟซี เป็นที่เรียบร้อยแล้ว

#thaileague_th #HanoiFC #VLeague1 #VPF #ThaiLeague https://t.co/qDI5gznxtB",/thaileague_th/HanoiFC/VLeague1/VPF/ThaiLeague,2,1,1,04/04/2022,13:12,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 04:34:11+00:00,,"#NFT  #ThaiLeague

sell rare cards nft thai league

#CHANIN_SAE-EAR

https://t.co/wwo6zHAj81 https://t.co/Nn0JlgdibA",/NFT/ThaiLeague/CHANIN_SAE,1,0,0,04/04/2022,04:34,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 04:30:51+00:00,,"#NFT  #ThaiLeague

sell rare cards nft thai league

#CHALERMSAK_AUKKEE

https://t.co/wwo6zHAj81 https://t.co/iXhi8ELPGf",/NFT/ThaiLeague/CHALERMSAK_AUKKEE,1,0,1,04/04/2022,04:30,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 04:24:46+00:00,,"#NFT  #ThaiLeague

sell rare cards nft thai league

#NATTAPONG_SAYRIYA

https://t.co/wwo6zHAj81 https://t.co/WMvVVTiO9u",/NFT/ThaiLeague/NATTAPONG_SAYRIYA,1,0,2,04/04/2022,04:24,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 04:19:31+00:00,,"#NFT  #ThaiLeague

sell rare cards nft thai league

#LURSAN_THIAMRAT

https://t.co/wwo6zHAj81 https://t.co/2hqiD6XnkQ",/NFT/ThaiLeague/LURSAN_THIAMRAT,1,0,2,04/04/2022,04:19,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 04:11:00+00:00,,"#NFT  #ThaiLeague

sell rare cards nft thai league

#FELIPE_DA_SILVA_AMORIM

https://t.co/wwo6zHAj81 https://t.co/Qbvvq3VGJ2",/NFT/ThaiLeague/FELIPE_DA_SILVA_AMORIM,1,0,1,04/04/2022,04:11,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 04:02:27+00:00,,"#NFT  #ThaiLeague

sell rare cards nft thai league

#ABDULHAFIZ_BUERAHENG

https://t.co/wwo6zHAj81 https://t.co/t12qL3tBYS",/NFT/ThaiLeague/ABDULHAFIZ_BUERAHENG,1,0,0,04/04/2022,04:02,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 03:58:39+00:00,,"#NFT  #ThaiLeague

sell rare cards nft thai league

#IRFAN FANDI

https://t.co/wwo6zHAj81 https://t.co/jpmma9rP32",/NFT/ThaiLeague/IRFAN,1,0,5,04/04/2022,03:58,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 03:55:42+00:00,,"#NFT  #ThaiLeague

sell rare cards nft thai league

#TRISTAN DO

https://t.co/wwo6zHAj81 https://t.co/dHtPWkJFc5",/NFT/ThaiLeague/TRISTAN,2,1,0,04/04/2022,03:55,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 03:51:51+00:00,,"#NFT  #ThaiLeague

sell rare cards nft thai league

#PeepapongRuennin

https://t.co/wwo6zHAj81 https://t.co/FI1a7gs90W",/NFT/ThaiLeague/PeepapongRuennin,2,1,5,04/04/2022,03:51,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 03:42:28+00:00,,"#NFT  #ThaiLeague

sell rare cards nft thai league

#PatrickDeyto

https://t.co/wwo6zHAj81 https://t.co/YiZTzkXMyn",/NFT/ThaiLeague/PatrickDeyto,1,0,2,04/04/2022,03:42,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 03:37:28+00:00,,"#NFT #ThaiLeague

sell rare cards nft thai league

#IbsonMelo

https://t.co/wwo6zHAj81 https://t.co/w6UYAadKLI",/NFT/ThaiLeague/IbsonMelo,1,0,2,04/04/2022,03:37,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 03:35:00+00:00,,"#NFT #ThaiLeague

sell rare cards nft thai league

#NattaponMalapun

https://t.co/wwo6zHAj81 https://t.co/xdfQfWnTiD",/NFT/ThaiLeague/NattaponMalapun,1,0,0,04/04/2022,03:35,neutral
#thaileague,en,yesterday is the past,@AmornratKalong,2022-04-04 03:30:06+00:00,,"#NFT #ThaiLeague

sell rare cards nft thai league

#PathompolCharoenrattanapirom

https://t.co/wwo6zHAj81 https://t.co/BDisJ9vQYM",/NFT/ThaiLeague/PathompolCharoenrattanapirom,1,0,2,04/04/2022,03:30,neutral
