keyword,language,author,twitter_name,create_at,location,text,hashtag,tweets_count,retweet_count,favourite_count,date,time,sentiment
#thaileague,th,Thai League Thailand,@thaileague_th,2022-03-28 05:20:35+00:00,,"🔥 | บดินทร์ซัดพาเฮ ! ไทยอุ่นเชือดซูรินาม 1-0

⚽️ | [27'] บดินทร์ ผาลา (1-0)

⌛️ | จบเกม : ทีมชาติไทย ชนะ ทีมชาติซูรินาม (1-0)

#thaileague_th #Changsuek #FIFADay #FAThailand #Thailand #ThaiLeague https://t.co/qDiGAGuvWK",/thaileague_th/Changsuek/FIFADay/FAThailand/Thailand/ThaiLeague,2,1,0,28/03/2022,05:20,positive
